model,scenario,Project_study,version,Ssp_family,Category
WITCH 5.0,EN_NPi2020_3000f,ENGAGE,2.0,2.0,C6
WITCH 5.0,EN_NPi2020_400f,ENGAGE,2.0,2.0,C1
WITCH 5.0,EN_NPi2020_450,ENGAGE,2.0,2.0,C1
WITCH 5.0,EN_NPi2020_450f,ENGAGE,2.0,2.0,C1
WITCH 5.0,EN_NPi2020_500,ENGAGE,2.0,2.0,C1
WITCH 5.0,EN_NPi2020_500f,ENGAGE,2.0,2.0,C1
WITCH 5.0,EN_NPi2020_600,ENGAGE,2.0,2.0,C3
WITCH 5.0,EN_NPi2020_600f,ENGAGE,2.0,2.0,C3
WITCH 5.0,EN_NPi2020_700,ENGAGE,2.0,2.0,C3
WITCH 5.0,EN_NPi2020_700f,ENGAGE,2.0,2.0,C3
WITCH 5.0,EN_NPi2020_800,ENGAGE,2.0,2.0,C3
WITCH 5.0,EN_NPi2020_800f,ENGAGE,2.0,2.0,C3
WITCH 5.0,EN_NPi2020_900,ENGAGE,2.0,2.0,C3
WITCH 5.0,EN_NPi2020_900f,ENGAGE,2.0,2.0,C3
WITCH 5.0,EN_NPi2100,ENGAGE,2.0,2.0,C7
WITCH 5.0,EN_NoPolicy,ENGAGE,2.0,2.0,C7
WITCH-GLOBIOM 4.2,ADVANCE_WP2_TRA-450-FullTech,ADVANCE Sector Studies,2.0,,no-climate-assessment
WITCH-GLOBIOM 4.2,ADVANCE_WP2_TRA-Base-FullTech,ADVANCE Sector Studies,2.0,,no-climate-assessment
WITCH-GLOBIOM 4.2,ADVANCE_WP2_TRA-Ctax-FullTech,ADVANCE Sector Studies,2.0,,no-climate-assessment
GCAM 5.3,NGFS2_Below 2?C,,,,
MESSAGEix-GLOBIOM_1.1,NGFS2_Below 2?C,,,,
REMIND-MAgPIE 2.1-4.2,NGFS2_Below 2?C,,,,
REMIND-MAgPIE 2.1-4.2,NGFS2_Below 2?C - IPD-95th,,,,
REMIND-MAgPIE 2.1-4.2,NGFS2_Below 2?C - IPD-median,,,,
